BILL_TO,DATE,DUE_DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_NAME,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"BILL_TO:
Melissa Smith
74398 Spencer Mountains Suite 917
Stewartfort, VI 86106 US
Tel:+(521)658-4562
Email:fneal@example.com
Site:http://phillips.info/",Invoice Date: 24-Nov-2008,Due Date : 07-Jan-2021,[],,"Note:
This order is shipped through blue dart courier",Invoice number 1Y2M6d-212,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 24-Nov-2008

Invoice number 1Y2M6d-212
PO Number :59

BILL_TO:

Melissa Smith

74398 Spencer Mountains Suite 917
Stewartfort, VI 86106 US
Tel:+(521)658-4562
Email:fneal@example.com
Site:http://phillips.info/

Due Date : 07-Jan-2021

[4.00 | 039441 67.84 67.84

512454 14.40 72.00
190511 _| Upon former responsibility. 34.10 34.10
919881 _| Life position lawyer. 21.45 42.90

Note: TAX:VAT (6.85%): 14.85 EUR
This order is shipped through blue dart courier TOTAL : 221.04 EUR

Total in words: two hundred and twent-
y-one point zero four
",PO Number :59,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.85%):  14.85 EUR,COMMERCIAL INVOICE,TOTAL : 221.04 EUR,"Total in words:  two hundred and twent-
y-one point zero four",Template3_Instance81.json
"BILL_TO:
Marissa Mahoney
4476 Evans Land
North Justin, KS 06125 US
Tel:+(107)201-3374
Email:horntyrone@example.org
Site:https://www.schaefer.com/",Date: 04-Dec-2005,Due Date : 30-May-2006,[],,Thank you for choosing us!,Invoice number 1784-499,"INVOICE

NK.NAG & CO,

Date: 04-Dec-2005

Invoice number 1784-499
PO Number :99

BILL_TO:

Marissa Mahoney

4476 Evans Land

North Justin, KS 06125 US
Tel:+(107)201-3374
Email:horntyrone@example.org
Site:https://www.schaefer.com/

Due Date : 30-May-2006

laty lin | Deseription | Unit price | Amoun

13.00 | 440235 72.61 217.83
13.00 | 569758 _| Opportunity two. 73.35 220.05

TAX:VAT (3.74%): 16.36 EUR
TOTAL : 436.33 EUR

Thank you for choosing us!

Total in words: four hundred and thirt-
y-six point three three
",PO Number :99,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.74%):  16.36 EUR,INVOICE,TOTAL : 436.33 EUR,"Total in words:  four hundred and thirt-
y-six point three three",Template3_Instance82.json
"BILL_TO:
Charlotte Chambers
9386 Molina Station Apt. 680
Jenniferfurt, MO 98653 US
Tel:+(861)665-7092
Email:brownlaura@example.org
Site:https://garcia.com/",Date: 24-Feb-2016,Due Date : 28-Sep-2007,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 0363-627,"TAX INVOICE

NK.NAG & CO,

Date: 24-Feb-2016
Invoice number 0363-627
PO Number :87

BILL_TO:

Charlotte Chambers

9386 Molina Station Apt. 680
Jenniferfurt, MO 98653 US
Tel:+(861)665-7092
Email:brownlaura@example.org
Site:https://garcia.com/

Due Date : 28-Sep-2007

laty lin | Deseription | Unit price | Amoun

180146 Positive hundred respond.
052346 __| Position finally within ten. 24.65 98.60

. 0, .
Note: All payments to be made in cash. TAXVAT (4.71%): 4.84 EUR

Contact us for queries on these quotations. TOTAL : 105.38 EUR

Total in words: one hundred and fiv-
e point three eight
",PO Number :87,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.71%):  4.84 EUR,TAX INVOICE,TOTAL : 105.38 EUR,"Total in words:  one hundred and fiv-
e point three eight",Template3_Instance83.json
"BILL_TO:
Jeffery Garcia
2639 Moore Spurs Apt. 916
North Jamesfurt, IA 99008 US
Tel:+(179)341-1688
Email:yadams@example.com
Site:https://austin.com/",Invoice Date: 15-Feb-1993,Due Date : 07-Sep-2022,[],,"Note:
This order is shipped through blue dart courier",Invoice number 5592-173,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 15-Feb-1993
Invoice number 5592-173
PO Number :22

BILL_TO:

Jeffery Garcia

2639 Moore Spurs Apt. 916
North Jamesfurt, IA 99008 US
Tel:+(179)341-1688
Email:yadams@example.com
Site:https://austin.com/

Due Date : 07-Sep-2022

6.00 _|

055312 _| Growth act. 10.78 64.68
[3.00 | 191920 14.94 44.82

[4.00 | 479439 77.90 77.90

Note: TAX:VAT (5.04%): 16.30 EUR
This order is shipped through blue dart courier TOTAL : 328.58 EUR

Total in words: three hundred and twent-
y-eight point five eight
",PO Number :22,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.04%):  16.30 EUR,TAX INVOICE,TOTAL : 328.58 EUR,"Total in words:  three hundred and twent-
y-eight point five eight",Template3_Instance84.json
"BILL_TO:
Heather Black
666 Elizabeth Meadow Suite 310
New Stephaniefort, FM 81040 US
Tel:+(667)773-7272
Email:cynthia40@example.com
Site:http://brooks.com/",Invoice Date: 02-Jul-2005,Due Date : 09-Apr-1998,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV/98-15/356,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 02-Jul-2005

INVOICE # INV/98-15/356
PO Number :37

BILL_TO:

Heather Black

666 Elizabeth Meadow Suite 310
New Stephaniefort, FM 81040 US
Tel:+(667)773-7272
Email:cynthia40@example.com
Site:http://brooks.com/

Due Date : 09-Apr-1998

13.00 _|020070 _| Unit study green. 82.39 247.17

[4.00 | 593968 18.80 75.20

16.00 | 960599 __| American sister understand. 14.92 89.52

. 0, .
Note: All payments to be made in cash. TEMA (ASAD ATA

Contact us for queries on these quotations. TOTAL : 418.88 $

Total in words: four hundred and eigh-
teen point eight eight
",PO Number :37,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.31%):  17.74 $,TAX INVOICE,TOTAL : 418.88 $,"Total in words:  four hundred and eigh-
teen point eight eight",Template3_Instance85.json
"BILL_TO:
Kathryn Navarro
29858 Jackson Street
East Heatherfurt, CO 72110 US
Tel:+(635)943-0795
Email:peter04@example.org
Site:https://harris-dalton.com/",Invoice Date: 09-Jul-2017,Due Date : 12-Jan-2022,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number 4728-391,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 09-Jul-2017

Invoice number 4728-391
PO Number :18

BILL_TO:

Kathryn Navarro

29858 Jackson Street

East Heatherfurt, CO 72110 US
Tel:+(635)943-0795
Email:peter04@example.org
Site:https://harris-dalton.com/

Due Date : 12-Jan-2022

972473

/4.00 | 930077 53.58 53.58

[4.00 | 356210 63.57 254.28

. ‘0, .
Note: All payments to be made in cash. TEMA (CT eay 2S

Contact us for queries on these quotations. TOTAL : 322.83 $

Total in words: three hundred and twent-
y-two point eight three
",PO Number :18,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.77%):  21.43 $,COMMERCIAL INVOICE,TOTAL : 322.83 $,"Total in words:  three hundred and twent-
y-two point eight three",Template3_Instance86.json
"BILL_TO:
Paige Curry
41215 Cody Hills Apt. 990
Port Gary, NM 41727 US
Tel:+(352)716-2108
Email:wallerkyle@example.org
Site:http://www.hudson.com/",Date: 28-Sep-2015,Due Date : 04-Feb-2014,[],,Thank you for your business!,INVOICE # 0010-520,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 28-Sep-2015

INVOICE # 0010-520
PO Number :36

BILL_TO:

Paige Curry

41215 Cody Hills Apt. 990

Port Gary, NM 41727 US
Tel:+(352)716-2108
Email:wallerkyle@example.org
Site:http://www.hudson.com/

Due Date : 04-Feb-2014

laty lin | Deseription | Unit price | Amoun

[4.00 | 449778 _| Quality realize into. 18.59 74.36
[4.00 1872675 98.19 392.76

TAX:VAT (5.67%): 26.49 EUR
TOTAL : 477.31 EUR

Thank you for your business!

Total in words: four hundred and sevent-
y-seven point three one
",PO Number :36,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.67%):  26.49 EUR,COMMERCIAL INVOICE,TOTAL : 477.31 EUR,"Total in words:  four hundred and sevent-
y-seven point three one",Template3_Instance87.json
"BILL_TO:
Joseph Ramirez
3847 Edward Flats Suite 528
Taylorville, MP 16875 US
Tel:+(203)334-3943
Email:dorothy06@example.org
Site:http://valentine.com/",Date: 22-Sep-2016,Due Date : 16-Feb-2009,[],,Thank you for your business!,INVOICE # 6716-402,"INVOICE

NK.NAG & CO,

Date: 22-Sep-2016
INVOICE # 6716-402
PO Number :96

BILL_TO:

Joseph Ramirez

3847 Edward Flats Suite 528
Taylorville, MP 16875 US
Tel:+(203)334-3943
Email:dorothyO6@example.org
Site:http://valentine.com/

Due Date : 16-Feb-2009

197413 _| Mother free. 39.75 79.50
16.00 | 477782 44.56 267.36

110052 70.85 425.10
060379 _| Scientist skill. 6.48

945720 __| Fight sometimes. 23.65 118.25

TAX:VAT (5.59%): 50.08 $
TOTAL : 930.54 $

Thank you for your business!

Total in words: nine hundred and th-
irty point five four
",PO Number :96,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.59%):  50.08 $,INVOICE,TOTAL : 930.54 $,"Total in words:  nine hundred and th-
irty point five four",Template3_Instance88.json
"BILL_TO:
Timothy Ibarra
5973 Smith Wells
South Katherineborough, DE 78154 US
Tel:+(927)503-5372
Email:kimberly20@example.net
Site:https://norris-hayden.com/",Date: 11-Mar-2008,Due Date : 10-Dec-2010,[],,"Note:
This order is shipped through blue dart courier",INVOICE # INV11884501,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 11-Mar-2008
INVOICE # INV11884501
PO Number :49

BILL_TO:

Timothy Ibarra

5973 Smith Wells

South Katherineborough, DE 78154 US
Tel:+(927)503-5372
Email:kimberly20@example.net
Site:https://norris-hayden.com/

Due Date : 10-Dec-2010

281776 _| Beyond film. 20.23 40.46

188774 32.44
[4.00 | 973225 24,95 99.80

[4.00 | 214768 74.08 296.32

Note: TAX:VAT (5.89%): 27.61 EUR
This order is shipped through blue dart courier TOTAL : 473.93 EUR

Total in words: four hundred and sevent-
y-three point nine three
",PO Number :49,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.89%):  27.61 EUR,COMMERCIAL INVOICE,TOTAL : 473.93 EUR,"Total in words:  four hundred and sevent-
y-three point nine three",Template3_Instance89.json
"BILL_TO:
Rebecca Gray
9583 White Green Apt. 110
Port Nicholas, OR 66999 US
Tel:+(980)364-3481
Email:stevensonbrett@example.org
Site:https://www.hobbs.com/",Date: 26-Feb-1996,Due Date : 25-Jan-2000,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV02668839,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 26-Feb-1996

INVOICE ID INV02668839
PO Number :46

BILL_TO:

Rebecca Gray

9583 White Green Apt. 110

Port Nicholas, OR 66999 US
Tel:+(980)364-3481
Email:stevensonbrett@example.org
Site:https://www.hobbs.com/

Due Date : 25-Jan-2000

128456 _| Site professor worry however. 37.41 149.64

2.00 | 367065 10.71 21.42

. 0, .
Note: All payments to be made in cash. TAXVAT (4.49%): 7.68 USD

Contact us for queries on these quotations. TOTAL : 176.52 USD

Total in words: one hundred and seven-
ty-six point five two
",PO Number :46,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.49%):  7.68 USD,COMMERCIAL INVOICE,TOTAL : 176.52 USD,"Total in words:  one hundred and seven-
ty-six point five two",Template3_Instance9.json
"BILL_TO:
Jared Perkins
1514 Lori Vista
South Justin, KS 24669 US
Tel:+(026)701-3788
Email:cassandra69@example.net
Site:http://meyer-baker.org/",Invoice Date: 06-Nov-2004,Due Date : 11-Dec-2011,[],,Thank you for your business!,Invoice number INV/61-65/309,"TAX INVOICE
NK.NAG & CO,

Invoice Date: 06-Nov-2004
Invoice number INV/61-65/309
PO Number :52

BILL_TO:

Jared Perkins

1514 Lori Vista

South Justin, KS 24669 US
Tel:+(026)701-3788
Email:cassandra69@example.net
Site:http://meyer-baker.org/

Due Date : 11-Dec-2011

laty lin | Deseription | Unit price | Amoun

723066 __| Simple article. 63.89 63.89
877430 Standard idea perform. 29.32

TAX:VAT (3.98%): 3.71 EUR

Thank you for your business!
TOTAL : 94.63 EUR

Total in words: ninety-four p-
oint six three
",PO Number :52,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.98%):  3.71 EUR,TAX INVOICE,TOTAL : 94.63 EUR,"Total in words:  ninety-four p-
oint six three",Template3_Instance90.json
"BILL_TO:
Antonio Wilson
6749 Glenn Valleys Apt. 184
Robertton, MI 16270 US
Tel:+(603)352-0530
Email:robbinsmelissa@example.net
Site:http://collier-mason.org/",Invoice Date: 07-Sep-2021,Due Date : 07-Aug-2012,[],,Note:Total payment due in 14 days.,Invoice number 9829-982,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 07-Sep-2021

Invoice number 9829-982
PO Number :56

BILL_TO:

Antonio Wilson

6749 Glenn Valleys Apt. 184
Robertton, MI 16270 US
Tel:+(603)352-0530
Email:robbinsmelissa@example.net
Site:http://collier-mason.org/

Due Date : 07-Aug-2012

/3.00__| 237806 79.02 237.06
4.00 | 685280 58.14 232.56

[2.00 | 877805
[4.00 | 891805 99.51 398.04

6.00 | 599254 39,04 234.24

TAX:VAT (6.07%): 67.42 EUR
TOTAL : 1135.63 EUR

Note:Total payment due in 14 days.

Total in words: one thousand, one hundred an-
d thirty-five point six three
",PO Number :56,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.07%):  67.42 EUR,TAX INVOICE,TOTAL : 1135.63 EUR,"Total in words:  one thousand, one hundred an-
d thirty-five point six three",Template3_Instance91.json
"BILL_TO:
Karen Evans
4198 Heather Forge Apt. 808
South Samanthaborough, RI 01606 US
Tel:+(904)006-5102
Email:heidilee@example.org
Site:https://mathis.com/",Date: 07-Jul-2011,Due Date : 23-Jul-1993,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV03010608,"TAX INVOICE

NK.NAG & CO,

Date: 07-Jul-2011

INVOICE ID INV03010608
PO Number :66

BILL_TO:

Karen Evans

4198 Heather Forge Apt. 808

South Samanthaborough, RI 01606 US
Tel:+(904)006-5102
Email:heidilee@example.org
Site:https://mathis.com/

Due Date : 23-Jul-1993

6.00 _|

739518 _| Natural how. 28.90 173.40
[1.00 | 420222 49.38 49.38

[2.00 | 755910 61.00 122.00

Note: TAX:VAT (6.01%): 29.02 USD
This order is shipped through blue dart courier TOTAL : 488.86 USD

Total in words: four hundred and eight-
y-eight point eight six
",PO Number :66,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.01%):  29.02 USD,TAX INVOICE,TOTAL : 488.86 USD,"Total in words:  four hundred and eight-
y-eight point eight six",Template3_Instance92.json
"BILL_TO:
Evan Blackwell
369 Cortez Village
South Edward, NH 51139 US
Tel:+(204)396-6688
Email:jenniferorozco@example.org
Site:https://www.heath-ayala.com/",Date: 26-Feb-2007,Due Date : 15-Aug-2009,[],,"Note:
This order is shipped through blue dart courier",Invoice number INV/89-14/498,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 26-Feb-2007

Invoice number INV/89-14/498
PO Number :02

BILL_TO:

Evan Blackwell

369 Cortez Village

South Edward, NH 51139 US
Tel:+(204)396-6688
Email:jenniferorozco@example.org
Site:https://www.heath-ayala.com/

Due Date : 15-Aug-2009

139767 Interest agreement. 29.39 117.56

|4.00 | 794337 60.20 240.80

6.00 | 793424 26.28

Note: TAX:VAT (5.22%): 20.08 EUR
This order is shipped through blue dart courier TOTAL : 389.10 EUR

Total in words: three hundred and e-
ighty-nine point one
",PO Number :02,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.22%):  20.08 EUR,COMMERCIAL INVOICE,TOTAL : 389.10 EUR,"Total in words:  three hundred and e-
ighty-nine point one",Template3_Instance93.json
"BILL_TO:
Courtney Flores
506 Sutton Trail
Gibsonfort, MI 58106 US
Tel:+(395)089-8671
Email:kimberlymann@example.com
Site:http://www.mcneil.com/",Date: 24-Apr-1998,Due Date : 22-Dec-1997,[],,Thank you for your business!,Invoice number INV/75-14/456,"INVOICE

NK.NAG & CO,

Date: 24-Apr-1998
Invoice number INV/75-14/456
PO Number :81

BILL_TO:

Courtney Flores

506 Sutton Trail

Gibsonfort, MI 58106 US
Tel:+(395)089-8671
Email:kimberlymann@example.com
Site:http://www.mcneil.com/

Due Date : 22-Dec-1997

786359 _| General statement. 71.70 143.40

[2.00 | 862323 82.00 164.00

439836 _ | Value field key bit. 84.34 84.34

TAX:VAT (3.82%): 14.96 EUR

Thank you for your business!
TOTAL : 388.60 EUR

Total in words: three hundred and ei-
ghty-eight point six
",PO Number :81,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.82%):  14.96 EUR,INVOICE,TOTAL : 388.60 EUR,"Total in words:  three hundred and ei-
ghty-eight point six",Template3_Instance94.json
"BILL_TO:
Jacob Sullivan
19800 Alan Point
South Amanda, VT 14184 US
Tel:+(496)662-1155
Email:cgarcia@example.org
Site:http://watts.net/",Invoice Date: 08-Jul-2004,Due Date : 16-Feb-2001,[],,Note:Total payment due in 14 days.,INVOICE ID INV/62-70/792,"COMMERCIAL INVOICE
NK.NAG & CO,

Invoice Date: 08-Jul-2004
INVOICE ID INV/62-70/792
PO Number :97

BILL_TO:

Jacob Sullivan

19800 Alan Point

South Amanda, VT 14184 US
Tel:+(496)662-1155
Email:cgarcia@example.org
Site:http://watts.net/

Due Date : 16-Feb-2001

[2.00 | 608338 65.97 131.94

324146 _ | Cultural image realize. 41.23 206.15
030493 _| Management clearly officer. 15.68 47.04
241272 28.14 56.28

TAX:VAT (3.75%): 16.53 USD
TOTAL : 442.40 USD

Note:Total payment due in 14 days.

Total in words: four hundred and f-
orty-two point four
",PO Number :97,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.75%):  16.53 USD,COMMERCIAL INVOICE,TOTAL : 442.40 USD,"Total in words:  four hundred and f-
orty-two point four",Template3_Instance95.json
"BILL_TO:
Jessica Pope
3425 Brady Corners Apt. 969
Johnhaven, PR 43118 US
Tel:+(126)911-6377
Email:xsolomon@example.net
Site:http://www.dillon-wood.com/",Invoice Date: 06-May-2019,Due Date : 12-Feb-2021,[],,"Note:
This order is shipped through blue dart courier",INVOICE # 3Y5M5d-853,"TAX INVOICE
NK.NAG & CO,

Invoice Date: 06-May-2019
INVOICE # 3Y5M5d-853
PO Number :63

BILL_TO:

Jessica Pope

3425 Brady Corners Apt. 969
Johnhaven, PR 43118 US
Tel:+(126)911-6377
Email:xsolomon@example.net
Site:http://www.dillon-wood.com/

Due Date : 12-Feb-2021

/3.00__| 977835 91.27 273.81

614802 _| More hold economic. 75.40 75.40
/6.00 _| 907908 Whole consider system people.
732823 23.99 47.98

Note: TAX:VAT (4.81%): 19.29 EUR
This order is shipped through blue dart courier TOTAL : 411.03 EUR

Total in words: four hundred and ele-
ven point zero three
",PO Number :63,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.81%):  19.29 EUR,TAX INVOICE,TOTAL : 411.03 EUR,"Total in words:  four hundred and ele-
ven point zero three",Template3_Instance96.json
"BILL_TO:
Marilyn Fisher
5773 Rodriguez Lights
New Sarah, GU 66725 US
Tel:+(314)286-6942
Email:robin59@example.org
Site:http://www.hammond.biz/",Invoice Date: 01-Sep-2022,Due Date : 21-Dec-2000,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 3980-697,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 01-Sep-2022
INVOICE ID 3980-697
PO Number :65

BILL_TO:

Marilyn Fisher

5773 Rodriguez Lights

New Sarah, GU 66725 US
Tel:+(314)286-6942
Email:robin59@example.org
Site:http:/;www.hammond.biz/

Due Date : 21-Dec-2000

085671 _| Soldier human affect. 36.34 36.34
582338 __| Actually wish. 84.04 420.20

094662 75.93 455.58
'4.00 | 875822 24.40 24.40

534115 _ | Detail various the. 82.25 411.25

Note: TAX:VAT (4.93%): 66.44 $
This order is shipped through blue dart courier TOTAL : 1385.50 $

Total in words: one thousand, three hundred-
and eighty-five point five
",PO Number :65,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.93%):  66.44 $,TAX INVOICE,TOTAL : 1385.50 $,"Total in words:  one thousand, three hundred-
and eighty-five point five",Template3_Instance97.json
"BILL_TO:
Jacqueline Sanders
3328 Mullins Orchard Apt. 935
Lake Christopher, VI 59601 US
Tel:+(945)591-7613
Email:dennis29@example.com
Site:https://allen.info/",Date: 18-Sep-2021,Due Date : 12-Nov-2012,[],,Thank you for your business!,INVOICE # 2177-597,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 18-Sep-2021
INVOICE # 2177-597
PO Number :93

BILL_TO:

Jacqueline Sanders

3328 Mullins Orchard Apt. 935
Lake Christopher, VI 59601 US
Tel:+(945)591-7613
Email:dennis29@example.com
Site:https://allen.info/

Due Date : 12-Nov-2012

853904 _ | Bank plant news. 26.32 105.28

/4.00 | 459483 75.44 75.44

507106 __| Participant system subject. 40.12 200.60
835069 75.85 379.25

16.00 _|447763 _| Information fast. 57.70 346.20

TAX:VAT (3.40%): 37.65 $
TOTAL : 1094.17 $

Thank you for your business!

Total in words: one thousand and ninet-
y-four point one seven
",PO Number :93,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.40%):  37.65 $,COMMERCIAL INVOICE,TOTAL : 1094.17 $,"Total in words:  one thousand and ninet-
y-four point one seven",Template3_Instance98.json
